,Unnamed: 0,index,article,simpSent,standSent,typeOfMatch,predicted
1121,1121,2242,Alchemy,"Hermes and his caduceus or serpent-staff , were among alchemy 's principal symbols .",It is the study of transmutation .,0.0,0
1122,1122,2244,Alchemy,"Hermes and his caduceus or serpent-staff , were among alchemy 's principal symbols .",It was first studied to learn how to change lead into gold .,0.0,0
1123,1123,2246,Alchemy,"Hermes and his caduceus or serpent-staff , were among alchemy 's principal symbols .","It is similar to chemistry , but much older .",0.0,0
1124,1124,2248,Alchemy,"Hermes and his caduceus or serpent-staff , were among alchemy 's principal symbols .",People who studied alchemy were called alchemists .,0.0,0
1125,1125,2250,Alchemy,"Hermes and his caduceus or serpent-staff , were among alchemy 's principal symbols .",Alchemists in the Middle Ages often tried to make gold using things that were not gold .,0.0,0
1126,1126,2252,Alchemy,"Hermes and his caduceus or serpent-staff , were among alchemy 's principal symbols .",They also tried to make the Elixir of Life ( which would give the gift of immortality ) .,0.0,0
1127,1127,2254,Alchemy,"Hermes and his caduceus or serpent-staff , were among alchemy 's principal symbols .",Many times alchemists would use stories and legends to try to veil ( cover up ) how to make gold .,0.0,0
1128,1128,2256,Alchemy,"Hermes and his caduceus or serpent-staff , were among alchemy 's principal symbols .",The psychologist Carl Gustav Jung was interested in this as well but in relation to the soul of man .,0.0,0
1129,1129,2258,Alchemy,"Hermes and his caduceus or serpent-staff , were among alchemy 's principal symbols .",Alchemists are objective ( they deal with external existence ) while psychologists are subjective ( they deal with the inner life of man ) .,0.0,0
1130,1130,2260,Alchemy,"Hermes and his caduceus or serpent-staff , were among alchemy 's principal symbols .",Alchemists deal with the First Matter ( a substance that makes transmutation easy ) while Psychology deals with the mind .,0.0,0
1131,1131,2262,Alchemy,"Hermes and his caduceus or serpent-staff , were among alchemy 's principal symbols .","A famous saying in Alchemy : `` As above , so below '' veils the relationship existing between Alchemy and Psychology .",0.0,0
1132,1132,2264,Alchemy,"Hermes and his caduceus or serpent-staff , were among alchemy 's principal symbols .",Alchemy is not a science any more .,0.0,0
1133,1133,2266,Alchemy,"Hermes and his caduceus or serpent-staff , were among alchemy 's principal symbols .","Some things that the alchemists learned about were important for other sciences , like chemistry .",0.0,0
1134,1134,2268,Alchemy,"Hermes and his caduceus or serpent-staff , were among alchemy 's principal symbols .","In 1980 , an American scientist named Glenn Seaborg actually changed a very tiny amount of bismuth into gold with a nuclear reactor .",0.0,0
1135,1135,2270,Alchemy,"Hermes and his caduceus or serpent-staff , were among alchemy 's principal symbols .",But it cost much more to transform the energy to do this than the tiny amount of gold was worth .,0.0,0
1136,1136,2272,Alchemy,"Hermes and his caduceus or serpent-staff , were among alchemy 's principal symbols .",This is the closest a scientist has come to discover the Philosopher 's Stone of the ancient Alchemists .,0.0,0
1137,1137,2274,Alchemy,"Hermes and his caduceus or serpent-staff , were among alchemy 's principal symbols .",The Philosopher 's Stone is the means ( way ) Alchemists use to achieve ( to succeed in ) transmutation .,0.0,0
1138,1138,2276,Alchemy,"Hermes and his caduceus or serpent-staff , were among alchemy 's principal symbols .","Alchemy was an important science because it helped create many other sciences that came after it , for example , Chemistry , Physics , Biology , and astronomy .",0.0,0
1139,1139,2278,Alchemy,"Hermes and his caduceus or serpent-staff , were among alchemy 's principal symbols .",Alchemists not only tried to create gold but they also looked for self-purification ( to separate the pure from the impure with great care ) and enlightenment .,0.0,0
1140,1140,2280,Alchemy,"According to Clement of Alexandria , he wrote what were called the `` forty-two books of Hermes '' , covering all fields of knowledge .","Alchemy is a study of the basic elements called fire , water , earth and air .",0.0,0
1141,1141,2282,Alchemy,"According to Clement of Alexandria , he wrote what were called the `` forty-two books of Hermes '' , covering all fields of knowledge .",It is the study of transmutation .,0.0,0
1142,1142,2284,Alchemy,"According to Clement of Alexandria , he wrote what were called the `` forty-two books of Hermes '' , covering all fields of knowledge .",It was first studied to learn how to change lead into gold .,0.0,0
1143,1143,2286,Alchemy,"According to Clement of Alexandria , he wrote what were called the `` forty-two books of Hermes '' , covering all fields of knowledge .","It is similar to chemistry , but much older .",0.0,0
1144,1144,2288,Alchemy,"According to Clement of Alexandria , he wrote what were called the `` forty-two books of Hermes '' , covering all fields of knowledge .",People who studied alchemy were called alchemists .,0.0,0
1145,1145,2290,Alchemy,"According to Clement of Alexandria , he wrote what were called the `` forty-two books of Hermes '' , covering all fields of knowledge .",Alchemists in the Middle Ages often tried to make gold using things that were not gold .,0.0,0
1146,1146,2292,Alchemy,"According to Clement of Alexandria , he wrote what were called the `` forty-two books of Hermes '' , covering all fields of knowledge .",They also tried to make the Elixir of Life ( which would give the gift of immortality ) .,0.0,0
1147,1147,2294,Alchemy,"According to Clement of Alexandria , he wrote what were called the `` forty-two books of Hermes '' , covering all fields of knowledge .",Many times alchemists would use stories and legends to try to veil ( cover up ) how to make gold .,0.0,0
1148,1148,2296,Alchemy,"According to Clement of Alexandria , he wrote what were called the `` forty-two books of Hermes '' , covering all fields of knowledge .",The psychologist Carl Gustav Jung was interested in this as well but in relation to the soul of man .,0.0,0
1149,1149,2298,Alchemy,"According to Clement of Alexandria , he wrote what were called the `` forty-two books of Hermes '' , covering all fields of knowledge .",Alchemists are objective ( they deal with external existence ) while psychologists are subjective ( they deal with the inner life of man ) .,0.0,0
1150,1150,2300,Alchemy,"According to Clement of Alexandria , he wrote what were called the `` forty-two books of Hermes '' , covering all fields of knowledge .",Alchemists deal with the First Matter ( a substance that makes transmutation easy ) while Psychology deals with the mind .,0.0,0
1151,1151,2302,Alchemy,"According to Clement of Alexandria , he wrote what were called the `` forty-two books of Hermes '' , covering all fields of knowledge .","A famous saying in Alchemy : `` As above , so below '' veils the relationship existing between Alchemy and Psychology .",0.0,0
1152,1152,2304,Alchemy,"According to Clement of Alexandria , he wrote what were called the `` forty-two books of Hermes '' , covering all fields of knowledge .",Alchemy is not a science any more .,0.0,0
1153,1153,2306,Alchemy,"According to Clement of Alexandria , he wrote what were called the `` forty-two books of Hermes '' , covering all fields of knowledge .","Some things that the alchemists learned about were important for other sciences , like chemistry .",0.0,0
1154,1154,2308,Alchemy,"According to Clement of Alexandria , he wrote what were called the `` forty-two books of Hermes '' , covering all fields of knowledge .","In 1980 , an American scientist named Glenn Seaborg actually changed a very tiny amount of bismuth into gold with a nuclear reactor .",0.0,0
1155,1155,2310,Alchemy,"According to Clement of Alexandria , he wrote what were called the `` forty-two books of Hermes '' , covering all fields of knowledge .",But it cost much more to transform the energy to do this than the tiny amount of gold was worth .,0.0,0
1156,1156,2312,Alchemy,"According to Clement of Alexandria , he wrote what were called the `` forty-two books of Hermes '' , covering all fields of knowledge .",This is the closest a scientist has come to discover the Philosopher 's Stone of the ancient Alchemists .,0.0,0
1157,1157,2314,Alchemy,"According to Clement of Alexandria , he wrote what were called the `` forty-two books of Hermes '' , covering all fields of knowledge .",The Philosopher 's Stone is the means ( way ) Alchemists use to achieve ( to succeed in ) transmutation .,0.0,0
1158,1158,2316,Alchemy,"According to Clement of Alexandria , he wrote what were called the `` forty-two books of Hermes '' , covering all fields of knowledge .","Alchemy was an important science because it helped create many other sciences that came after it , for example , Chemistry , Physics , Biology , and astronomy .",0.0,0
1159,1159,2318,Alchemy,"According to Clement of Alexandria , he wrote what were called the `` forty-two books of Hermes '' , covering all fields of knowledge .",Alchemists not only tried to create gold but they also looked for self-purification ( to separate the pure from the impure with great care ) and enlightenment .,0.0,0
1160,1160,2320,Alchemy,"The Hermetica of Thrice-Great Hermes is generally understood to form the basis for Western alchemical philosophy and practice , called the hermetic philosophy by its early practitioners .","Alchemy is a study of the basic elements called fire , water , earth and air .",0.0,0
