,index,article,simpSent,standSent,typeOfMatch
582,1164,Alchemy,"The decline of alchemy continued in the 18th century with the birth of modern chemistry , which provided a more precise and reliable framework within a new view of the universe based on rational materialism .",It was first studied to learn how to change lead into gold .,0.0
583,1166,Alchemy,"The decline of alchemy continued in the 18th century with the birth of modern chemistry , which provided a more precise and reliable framework within a new view of the universe based on rational materialism .","It is similar to chemistry , but much older .",0.0
584,1168,Alchemy,"The decline of alchemy continued in the 18th century with the birth of modern chemistry , which provided a more precise and reliable framework within a new view of the universe based on rational materialism .",People who studied alchemy were called alchemists .,0.0
585,1170,Alchemy,"The decline of alchemy continued in the 18th century with the birth of modern chemistry , which provided a more precise and reliable framework within a new view of the universe based on rational materialism .",Alchemists in the Middle Ages often tried to make gold using things that were not gold .,0.0
586,1172,Alchemy,"The decline of alchemy continued in the 18th century with the birth of modern chemistry , which provided a more precise and reliable framework within a new view of the universe based on rational materialism .",They also tried to make the Elixir of Life ( which would give the gift of immortality ) .,0.0
587,1174,Alchemy,"The decline of alchemy continued in the 18th century with the birth of modern chemistry , which provided a more precise and reliable framework within a new view of the universe based on rational materialism .",Many times alchemists would use stories and legends to try to veil ( cover up ) how to make gold .,0.0
588,1176,Alchemy,"The decline of alchemy continued in the 18th century with the birth of modern chemistry , which provided a more precise and reliable framework within a new view of the universe based on rational materialism .",The psychologist Carl Gustav Jung was interested in this as well but in relation to the soul of man .,0.0
589,1178,Alchemy,"The decline of alchemy continued in the 18th century with the birth of modern chemistry , which provided a more precise and reliable framework within a new view of the universe based on rational materialism .",Alchemists are objective ( they deal with external existence ) while psychologists are subjective ( they deal with the inner life of man ) .,0.0
590,1180,Alchemy,"The decline of alchemy continued in the 18th century with the birth of modern chemistry , which provided a more precise and reliable framework within a new view of the universe based on rational materialism .",Alchemists deal with the First Matter ( a substance that makes transmutation easy ) while Psychology deals with the mind .,0.0
591,1182,Alchemy,"The decline of alchemy continued in the 18th century with the birth of modern chemistry , which provided a more precise and reliable framework within a new view of the universe based on rational materialism .","A famous saying in Alchemy : `` As above , so below '' veils the relationship existing between Alchemy and Psychology .",0.0
592,1184,Alchemy,"The decline of alchemy continued in the 18th century with the birth of modern chemistry , which provided a more precise and reliable framework within a new view of the universe based on rational materialism .",Alchemy is not a science any more .,0.0
593,1186,Alchemy,"The decline of alchemy continued in the 18th century with the birth of modern chemistry , which provided a more precise and reliable framework within a new view of the universe based on rational materialism .","Some things that the alchemists learned about were important for other sciences , like chemistry .",0.0
594,1188,Alchemy,"The decline of alchemy continued in the 18th century with the birth of modern chemistry , which provided a more precise and reliable framework within a new view of the universe based on rational materialism .","In 1980 , an American scientist named Glenn Seaborg actually changed a very tiny amount of bismuth into gold with a nuclear reactor .",0.0
595,1190,Alchemy,"The decline of alchemy continued in the 18th century with the birth of modern chemistry , which provided a more precise and reliable framework within a new view of the universe based on rational materialism .",But it cost much more to transform the energy to do this than the tiny amount of gold was worth .,0.0
596,1192,Alchemy,"The decline of alchemy continued in the 18th century with the birth of modern chemistry , which provided a more precise and reliable framework within a new view of the universe based on rational materialism .",This is the closest a scientist has come to discover the Philosopher 's Stone of the ancient Alchemists .,0.0
597,1194,Alchemy,"The decline of alchemy continued in the 18th century with the birth of modern chemistry , which provided a more precise and reliable framework within a new view of the universe based on rational materialism .",The Philosopher 's Stone is the means ( way ) Alchemists use to achieve ( to succeed in ) transmutation .,0.0
598,1196,Alchemy,"The decline of alchemy continued in the 18th century with the birth of modern chemistry , which provided a more precise and reliable framework within a new view of the universe based on rational materialism .","Alchemy was an important science because it helped create many other sciences that came after it , for example , Chemistry , Physics , Biology , and astronomy .",0.0
599,1198,Alchemy,"The decline of alchemy continued in the 18th century with the birth of modern chemistry , which provided a more precise and reliable framework within a new view of the universe based on rational materialism .",Alchemists not only tried to create gold but they also looked for self-purification ( to separate the pure from the impure with great care ) and enlightenment .,0.0
