,article,simpSent,StandSent,typeOfMatch,standSent
483,Aldeburgh_Festival,"The first festival was held from the 5 June 1948 to the 13 June 1948 and used the Aldeburgh Jubilee Hall , a few doors away from Britten 's house in Crabbe Street , as its main venue .",,0,"His opera Albert Herring was performed , as well as his St Nicolas Cantata ."
484,Aldeburgh_Festival,The Aldeburgh Festival is an English arts festival devoted mainly to classical music .,,0,In the past there have been first performances of several works by Britten : ( A Midsummer Night 's Dream in 1960 ; Death in Venice in 1973 ) and also Harrison Birtwistle 's Punch and Judy in 1968 .
485,Aldeburgh_Festival,The Aldeburgh Festival is an English arts festival devoted mainly to classical music .,,0,"The Festival 's Artistic Director is now the composer Thomas Adès , who was appointed in 1999 ."
486,Aldeburgh_Festival,"It takes place each June in the Aldeburgh area of Suffolk , centred on the main concert hall at Snape Maltings .",,1,The Aldeburgh Festival is an English arts festival where classical music concerts take place during the summer .
487,Aldeburgh_Festival,"It takes place each June in the Aldeburgh area of Suffolk , centred on the main concert hall at Snape Maltings .",,1,Aldeburgh is in Suffolk in the south-east of England .
491,Aldeburgh_Festival,"It takes place each June in the Aldeburgh area of Suffolk , centred on the main concert hall at Snape Maltings .",,0,It is where the composer Benjamin Britten lived with his friend the tenor Peter Pears .
493,Aldeburgh_Festival,"It takes place each June in the Aldeburgh area of Suffolk , centred on the main concert hall at Snape Maltings .",,0,"A lot of Britten 's music is played at the festival , but music by many other composers can be heard as well ."
494,Aldeburgh_Festival,"It takes place each June in the Aldeburgh area of Suffolk , centred on the main concert hall at Snape Maltings .",,1,"Most of the concerts take place in the Maltings , a concert hall in the village of Snape , not far away from Aldeburgh ."
495,Aldeburgh_Festival,"It takes place each June in the Aldeburgh area of Suffolk , centred on the main concert hall at Snape Maltings .",,0,"The Festival was started in 1948 by the Benjamin Britten , Peter Pears and the librettist Eric Crozier ."
496,Aldeburgh_Festival,"In the mid-1960s the Festival gained a new and much larger concert hall with the conversion of Snape Maltings , which includes one of the largest mid nineteenth century barley malthouses in East Anglia .",,0,"Some of the performances took place in the church , or in churches or other halls in nearby villages and small towns such as Orford and Framlingham ."
497,Aldeburgh_Festival,"In the mid-1960s the Festival gained a new and much larger concert hall with the conversion of Snape Maltings , which includes one of the largest mid nineteenth century barley malthouses in East Anglia .",,0,"However , the festival needed a large concert hall ."
498,Aldeburgh_Festival,"In the mid-1960s the Festival gained a new and much larger concert hall with the conversion of Snape Maltings , which includes one of the largest mid nineteenth century barley malthouses in East Anglia .",,1,In the 1960s the old malthouse ( where barley used to be made ) in Snape was changed into a concert hall .
499,Aldeburgh_Festival,"In the mid-1960s the Festival gained a new and much larger concert hall with the conversion of Snape Maltings , which includes one of the largest mid nineteenth century barley malthouses in East Anglia .",,0,"It was opened by the Queen on 2 June 1967 , at the start of the twentieth Aldeburgh Festival ."
500,Aldeburgh_Festival,"The Festival was founded in 1948 by the composer Benjamin Britten , the singer Peter Pears and the librettist Eric Crozier .",,0,"A lot of Britten 's music is played at the festival , but music by many other composers can be heard as well ."
501,Aldeburgh_Festival,"The Festival was founded in 1948 by the composer Benjamin Britten , the singer Peter Pears and the librettist Eric Crozier .",,0,"Most of the concerts take place in the Maltings , a concert hall in the village of Snape , not far away from Aldeburgh ."
502,Aldeburgh_Festival,"The Festival was founded in 1948 by the composer Benjamin Britten , the singer Peter Pears and the librettist Eric Crozier .",,1,"The Festival was started in 1948 by the Benjamin Britten , Peter Pears and the librettist Eric Crozier ."
503,Aldeburgh_Festival,"The Festival was founded in 1948 by the composer Benjamin Britten , the singer Peter Pears and the librettist Eric Crozier .",,0,"They started the festival so that the English Opera Group would have a place to perform their operas , but soon the festival became bigger ."
504,Aquarius_(sports_drink),Aquarius is a mineral sports drink manufactured by The Coca-Cola Company .,,0,"This drink is known to be created for sports people after doing exercise , but also it is great for any other kind of people , as it 's refreshing ."
505,Aquarius_(sports_drink),"It originated in , and was first introduced in 1983 in Japan as a grapefruit-flavored sports drink , as a response to a competitor 's brand of sports drink called Pocari Sweat .",,0,Aquarius is a mineral sports drink manufactured by The Coca-Cola Company .
506,Aquarius_(sports_drink),"It originated in , and was first introduced in 1983 in Japan as a grapefruit-flavored sports drink , as a response to a competitor 's brand of sports drink called Pocari Sweat .",,1,It was first introduced in 1983 in Japan as a sports drink .
507,Aquarius_(sports_drink),"It originated in , and was first introduced in 1983 in Japan as a grapefruit-flavored sports drink , as a response to a competitor 's brand of sports drink called Pocari Sweat .",,0,"It was introduced to Spain and Portugal in 1991 , and it became the official drink of the 1992 Summer Olympics in Barcelona ."
508,Aquarius_(sports_drink),"It was introduced to Spain and Portugal in 1991 , and it became the official drink of the 1992 Summer Olympics in Barcelona .",,0,Aquarius is a mineral sports drink manufactured by The Coca-Cola Company .
509,Aquarius_(sports_drink),"It was introduced to Spain and Portugal in 1991 , and it became the official drink of the 1992 Summer Olympics in Barcelona .",,0,It was first introduced in 1983 in Japan as a sports drink .
510,Aquarius_(sports_drink),"It was introduced to Spain and Portugal in 1991 , and it became the official drink of the 1992 Summer Olympics in Barcelona .",,1,"It was introduced to Spain and Portugal in 1991 , and it became the official drink of the 1992 Summer Olympics in Barcelona ."
511,Aquarius_(sports_drink),"It was introduced to Spain and Portugal in 1991 , and it became the official drink of the 1992 Summer Olympics in Barcelona .",,0,"Aquarius is available in Argentina , Belgium , Brazil , Iceland , Indonesia , Ireland , Italy , Japan , Luxembourg , Morocco , and Portugal ."
512,Aquarius_(sports_drink),He was also a staunch supporter of hereditary peers and defended their presence in the House of Lords in an article in the Times on 30 January 1969 which became the foreword to the 1970 edition of Burke 's Peerage .,,0,Wagner was made a knight in 1961 .
513,Aquarius_(sports_drink),He was also a staunch supporter of hereditary peers and defended their presence in the House of Lords in an article in the Times on 30 January 1969 which became the foreword to the 1970 edition of Burke 's Peerage .,,0,"Even though he was blind when he was older , he still served at the College of Arms until he died in 1995 ."
514,Aquarius_(sports_drink),Aquarius is a mineral sports drink manufactured by The Coca-Cola Company .,,1,Aquarius is a mineral sports drink manufactured by The Coca-Cola Company .
515,Aquarius_(sports_drink),Aquarius is a mineral sports drink manufactured by The Coca-Cola Company .,,0,It was first introduced in 1983 in Japan as a sports drink .
516,Aquarius_(sports_drink),"Currently , it is marketed in Belgium , Brazil , Hong Kong , Italy , Japan , Luxembourg , Macau , Morocco , Netherlands , Peru , Portugal , Spain and Taiwan and the majority of its consumers are non-athletes .",,0,It was first introduced in 1983 in Japan as a sports drink .
517,Aquarius_(sports_drink),"Currently , it is marketed in Belgium , Brazil , Hong Kong , Italy , Japan , Luxembourg , Macau , Morocco , Netherlands , Peru , Portugal , Spain and Taiwan and the majority of its consumers are non-athletes .",,0,"It was introduced to Spain and Portugal in 1991 , and it became the official drink of the 1992 Summer Olympics in Barcelona ."
518,Aquarius_(sports_drink),"Currently , it is marketed in Belgium , Brazil , Hong Kong , Italy , Japan , Luxembourg , Macau , Morocco , Netherlands , Peru , Portugal , Spain and Taiwan and the majority of its consumers are non-athletes .",,1,"Aquarius is available in Argentina , Belgium , Brazil , Iceland , Indonesia , Ireland , Italy , Japan , Luxembourg , Morocco , and Portugal ."
